date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:44:45	39156/39156	---M-Z	200	added ('OK')	text/javascript	etag:%2298f4-638da4dd02ad1-gzip%22	https://themesdesign.in/chaton/layouts/assets/libs/fg-emoji-picker/fgEmojiPicker.js	themesdesign.in/chaton/layouts/assets/libs/fg-emoji-picker/fgEmojiPicker.js	(from https://themesdesign.in/chaton/layouts/index.html?g-recaptcha-response=10000000-aaaa-bbbb-cccc-000000000001)
12:44:46	69821/69821	---M-Z	200	added ('OK')	text/javascript	etag:%22110bd-638da4dcfdcb1-gzip%22	https://themesdesign.in/chaton/layouts/assets/js/pages/index.init.js	themesdesign.in/chaton/layouts/assets/js/pages/index.init.js	(from https://themesdesign.in/chaton/layouts/index.html?g-recaptcha-response=10000000-aaaa-bbbb-cccc-000000000001)
12:44:47	636/636	---M-Z	200	added ('OK')	text/javascript	etag:%2227c-638da4dcfbd70-gzip%22	https://themesdesign.in/chaton/layouts/assets/js/app.js	themesdesign.in/chaton/layouts/assets/js/app.js	(from https://themesdesign.in/chaton/layouts/index.html?g-recaptcha-response=10000000-aaaa-bbbb-cccc-000000000001)
12:44:50	843916/843916	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22ce08c-638da4dc983ab%22	https://themesdesign.in/chaton/layouts/assets/fonts/materialdesignicons-webfont.eot?v=5.0.45	themesdesign.in/chaton/layouts/assets/fonts/materialdesignicons-webfont7e1c.eot	(from https://themesdesign.in/chaton/layouts/assets/css/icons.min.css)
12:44:56	276312/276312	---M--	200	added ('OK')	font/woff2	etag:%2243758-638da4dca4ecc%22	https://themesdesign.in/chaton/layouts/assets/fonts/materialdesignicons-webfont.woff2?v=5.0.45	themesdesign.in/chaton/layouts/assets/fonts/materialdesignicons-webfont7e1c.woff2	(from https://themesdesign.in/chaton/layouts/assets/css/icons.min.css)
12:44:58	843916/843916	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22ce08c-638da4dc983ab%22	https://themesdesign.in/chaton/layouts/assets/fonts/materialdesignicons-webfont.eot?	themesdesign.in/chaton/layouts/assets/fonts/materialdesignicons-webfontd41d.eot	(from https://themesdesign.in/chaton/layouts/assets/css/icons.min.css)
12:44:58	390872/390872	---M--	200	added ('OK')	font/woff	etag:%225f6d8-638da4dca2f8b%22	https://themesdesign.in/chaton/layouts/assets/fonts/materialdesignicons-webfont.woff?v=5.0.45	themesdesign.in/chaton/layouts/assets/fonts/materialdesignicons-webfont7e1c.woff	(from https://themesdesign.in/chaton/layouts/assets/css/icons.min.css)
12:44:59	843696/843696	---M--	200	added ('OK')	font/ttf	etag:%22cdfb0-638da4dca00ab%22	https://themesdesign.in/chaton/layouts/assets/fonts/materialdesignicons-webfont.ttf?v=5.0.45	themesdesign.in/chaton/layouts/assets/fonts/materialdesignicons-webfont7e1c.ttf	(from https://themesdesign.in/chaton/layouts/assets/css/icons.min.css)
12:45:00	113072/113072	---M--	200	added ('OK')	font/woff2	etag:%221b9b0-638da4dcb298c%22	https://themesdesign.in/chaton/layouts/assets/fonts/remixicon.woff2?t=1580819880586	themesdesign.in/chaton/layouts/assets/fonts/remixicon8025.woff2	(from https://themesdesign.in/chaton/layouts/assets/css/icons.min.css)
12:45:01	155832/155832	---M--	200	added ('OK')	font/woff	etag:%22260b8-638da4dcb19ec%22	https://themesdesign.in/chaton/layouts/assets/fonts/remixicon.woff?t=1580819880586	themesdesign.in/chaton/layouts/assets/fonts/remixicon8025.woff	(from https://themesdesign.in/chaton/layouts/assets/css/icons.min.css)
12:45:01	363800/363800	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2258d18-638da4dca6e0c%22	https://themesdesign.in/chaton/layouts/assets/fonts/remixicon.eot?t=1580819880586	themesdesign.in/chaton/layouts/assets/fonts/remixicon8025.eot	(from https://themesdesign.in/chaton/layouts/assets/css/icons.min.css)
12:45:02	363628/363628	---M--	200	added ('OK')	font/ttf	etag:%2258c6c-638da4dcb19ec%22	https://themesdesign.in/chaton/layouts/assets/fonts/remixicon.ttf?t=1580819880586	themesdesign.in/chaton/layouts/assets/fonts/remixicon8025.ttf	(from https://themesdesign.in/chaton/layouts/assets/css/icons.min.css)
12:45:04	1053982/1053982	---M--	200	added ('OK')	image/svg+xml	etag:%2210151e-638da4dcaac8c%22	https://themesdesign.in/chaton/layouts/assets/fonts/remixicon.svg?t=1580819880586	themesdesign.in/chaton/layouts/assets/fonts/remixicon8025.svg	(from https://themesdesign.in/chaton/layouts/assets/css/icons.min.css)
12:45:04	273536/273536	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2242c80-638da4dc85aca%22	https://themesdesign.in/chaton/layouts/assets/fonts/boxicons.eot	themesdesign.in/chaton/layouts/assets/fonts/boxicons.eot	(from https://themesdesign.in/chaton/layouts/assets/css/icons.min.css)
12:45:06	93260/93260	---M--	200	added ('OK')	font/woff2	etag:%2216c4c-638da4dc889aa%22	https://themesdesign.in/chaton/layouts/assets/fonts/boxicons.woff2	themesdesign.in/chaton/layouts/assets/fonts/boxicons.woff2	(from https://themesdesign.in/chaton/layouts/assets/css/icons.min.css)
12:45:06	273444/273444	---M--	200	added ('OK')	font/woff	etag:%2242c24-638da4dc889aa%22	https://themesdesign.in/chaton/layouts/assets/fonts/boxicons.woff	themesdesign.in/chaton/layouts/assets/fonts/boxicons.woff	(from https://themesdesign.in/chaton/layouts/assets/css/icons.min.css)
12:45:07	273368/273368	---M--	200	added ('OK')	font/ttf	etag:%2242bd8-638da4dc87a0a%22	https://themesdesign.in/chaton/layouts/assets/fonts/boxicons.ttf	themesdesign.in/chaton/layouts/assets/fonts/boxicons.ttf	(from https://themesdesign.in/chaton/layouts/assets/css/icons.min.css)
12:45:08	180/180	---M-Z	200	added ('OK')	text/javascript	etag:%22b4-638da4dcfdcb1-gzip%22	https://themesdesign.in/chaton/layouts/assets/js/pages/password-addon.init.js	themesdesign.in/chaton/layouts/assets/js/pages/password-addon.init.js	(from https://themesdesign.in/chaton/layouts/auth-changepassword.html)
12:45:09	975365/975365	---M--	200	added ('OK')	image/svg+xml	etag:%22ee205-638da4dc87a0a%22	https://themesdesign.in/chaton/layouts/assets/fonts/boxicons.svg?	themesdesign.in/chaton/layouts/assets/fonts/boxiconsd41d.svg	(from https://themesdesign.in/chaton/layouts/assets/css/icons.min.css)
12:45:09	1037/1037	---M-Z	200	added ('OK')	text/javascript	etag:%2240d-638da4dcfdcb1-gzip%22	https://themesdesign.in/chaton/layouts/assets/js/pages/theme-style.init.js	themesdesign.in/chaton/layouts/assets/js/pages/theme-style.init.js	(from https://themesdesign.in/chaton/layouts/auth-changepassword.html)
12:45:10	6863/6863	---M-Z	200	added ('OK')	text/html	etag:%221acf-638da4dd11532-gzip%22	https://themesdesign.in/chaton/layouts/auth-login.html	themesdesign.in/chaton/layouts/auth-login.html	(from https://themesdesign.in/chaton/layouts/auth-logout.html)
12:45:12	4271/4271	---M-Z	200	added ('OK')	text/html	etag:%2210af-638da4dd11532-gzip%22	https://themesdesign.in/chaton/layouts/auth-recoverpw.html	themesdesign.in/chaton/layouts/auth-recoverpw.html	(from https://themesdesign.in/chaton/layouts/auth-login.html)
12:45:13	7039/7039	---M-Z	200	added ('OK')	text/html	etag:%221b7f-638da4dd11532-gzip%22	https://themesdesign.in/chaton/layouts/auth-register.html	themesdesign.in/chaton/layouts/auth-register.html	(from https://themesdesign.in/chaton/layouts/auth-login.html)
12:45:14	320/320	---M-Z	200	added ('OK')	text/javascript	etag:%22140-638da4dcfdcb1-gzip%22	https://themesdesign.in/chaton/layouts/assets/js/pages/validation.init.js	themesdesign.in/chaton/layouts/assets/js/pages/validation.init.js	(from https://themesdesign.in/chaton/layouts/auth-register.html)
